Year,Value,Units,Series
2018,3.88,km2,Total area covered by trees
2018,0.9,km2,N2K sites overlapping with wooded area
2018,2.37,km2,Nationally Designated Areas (CDDA 2020) overlapping with wooded area
2018,23.32,Percentage (%),% of wooded area with long-term management plan
2018,61.0,Percentage(%),% of wooded area within legally established protected areas
