Year,Series,Type of Product,Units,Value
2013,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,1571615
2013,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,1104852
2013,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,19718
2013,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,10549
2013,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,1216
2013,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,582694
2013,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,330025
2014,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,15531
2014,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,1866277
2014,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2014,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,3046
2014,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,2462954
2014,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,16517
2014,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,19069
2014,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,1561666
2014,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,2461113
2014,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,5156416
2014,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,336778
2014,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,23190
2014,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,596970
2014,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,2044
2014,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,451
2014,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,51151
2014,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,130694
2014,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,19681
2015,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,473893
2015,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,56205
2015,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,23
2015,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,838
2015,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,634108
2015,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,26578
2015,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,330900
2015,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,6144233
2015,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,2450698
2015,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,22424
2015,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,15520
2015,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,2811
2015,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,2477279
2015,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2059895
2015,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2015,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,2414795
2015,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,77571
2015,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,30461
2016,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,356530
2016,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,673318
2016,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,3804
2016,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,9378
2016,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,18132
2016,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,2704594
2016,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,6184799
2016,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,357
2016,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,56098
2016,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,47133
2016,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,199276
2016,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,28529
2016,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,-18468
2016,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,2266000
2016,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2016,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,2736418
2016,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,5094
2016,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,1920418
2017,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,5329227
2017,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,1710121
2017,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,1948226
2017,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,21989
2017,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,6015
2017,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,3238
2017,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,257
2017,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,1997838
2017,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2017,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,2114186
2017,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,-61711
2017,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,32889
2017,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,386394
2017,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,60842
2017,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,59303
2017,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,683278
2017,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,31513
2017,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,295973
2018,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,221
2018,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,318170
2018,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,717075
2018,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,48769
2018,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,112154
2018,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,259635
2018,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,27140
2018,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,-86284
2018,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,2557903
2018,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,3185
2018,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2018,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,2413294
2018,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,2759
2018,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2061697
2018,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,5393
2018,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,28715
2018,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,2357830
2018,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,6303384
2019,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,1772821
2019,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,27812
2019,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,4903
2019,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,2728
2019,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,1812461
2019,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2019,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,4041
2019,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,3277959
2019,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,29710
2019,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,30116
2019,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,6004836
2019,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2697598
2019,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,148466
2019,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,40729
2019,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,44611
2019,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,320841
2019,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,676933
2019,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,110
2020,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,154099
2020,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,26312
2020,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,53207
2020,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,3429427
2020,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,4393
2020,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,2288051
2020,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,3420
2020,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,5399
2020,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2810223
2020,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,21591
2020,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,1439
2020,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,623587
2020,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,293618
2020,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,46694
2020,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,45745
2020,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2020,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,2211310
2020,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,6594235
2021,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,3450215
2021,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,60674
2021,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,2399
2021,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,50611
2021,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,27487
2021,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,328135
2021,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,49956
2021,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,267892
2021,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,571578
2021,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,1241
2021,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,6438325
2021,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,1868372
2021,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2021,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,25439
2021,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2869651
2021,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,4724
2021,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,3554
2021,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,1892394
2022,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,581708
2022,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,157259
2022,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,3239610
2022,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,1795999
2022,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,5897275
