Year,Series,Type of Product,Units,Value
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,0.00033
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00003
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00242
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00542
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.03512
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.39606
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.11757
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.00112
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.16723
2013,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.0021
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.24331
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.15439
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.00163
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.50977
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.1845
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00229
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00506
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00004
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.01292
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.00189
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.0002
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.24349
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.0003
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,0.00154
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00195
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.05902
2014,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.03329
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.04274
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.22344
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.00008
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.2178
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.55418
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.0014
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00507
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.0024
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.05719
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.02985
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00275
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,0.007
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.00025
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.18579
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.22104
2015,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.00202
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.00082
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.5396
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.1977
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.00033
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.23874
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00249
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.01739
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.00158
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.23596
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.16755
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.00044
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,-0.00161
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00411
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.03111
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.05874
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00003
2016,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00489
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.03041
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00248
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00479
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00467
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.16637
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.41937
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.00047
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.13457
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.15331
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00002
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.05377
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.02329
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.00025
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.15721
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.00259
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,-0.00486
2017,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.00173
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.18739
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,-0.00632
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.00023
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.1768
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.0002
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.0021
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.17273
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.15104
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.0004
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.46178
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.05253
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00002
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.02331
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00357
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00822
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00199
2018,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.01902
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00206
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00279
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00305
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.02195
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00001
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.04632
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.00034
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.18459
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.12131
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.0019
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.01016
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.00019
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.12402
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.00028
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,0.00203
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.22431
2019,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.4109
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.00161
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.00033
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.17033
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.00025
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.04642
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00011
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.16461
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.2092
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.0004
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.49089
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.25529
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,0.00396
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.02186
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00348
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00341
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00196
2020,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.01147
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GBO,Kilograms per constant 2015 United States dollars,0.00331
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CPR,Kilograms per constant 2015 United States dollars,0.00008
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",CRO,Kilograms per constant 2015 United States dollars,0.01776
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.03789
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",COL,Kilograms per constant 2015 United States dollars,0.00024
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.12545
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",GAS,Kilograms per constant 2015 United States dollars,0.00169
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",PET,Kilograms per constant 2015 United States dollars,0.12385
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.02175
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WOD,Kilograms per constant 2015 United States dollars,0.00182
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",WCH,Kilograms per constant 2015 United States dollars,0.00336
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ONT,Kilograms per constant 2015 United States dollars,0
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NFO,Kilograms per constant 2015 United States dollars,0.00016
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FEO,Kilograms per constant 2015 United States dollars,0.00402
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.22872
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.4268
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMA,Kilograms per constant 2015 United States dollars,0.00031
2021,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMC,Kilograms per constant 2015 United States dollars,0.19023
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",ALP,Kilograms per constant 2015 United States dollars,0.36564
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",NMM,Kilograms per constant 2015 United States dollars,0.20086
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",FOF,Kilograms per constant 2015 United States dollars,0.11136
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",BIM,Kilograms per constant 2015 United States dollars,0.03607
2022,"Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars)",MEO,Kilograms per constant 2015 United States dollars,0.00975
2010,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,301008
2010,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,2662
2010,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,0
2010,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,24364
2010,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,49190
2010,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,567668
2010,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,2970310
2010,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,92181
2010,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,4094
2010,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,31553
2010,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,2387316
2010,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,3000
2010,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,-196558
2010,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,4588
2010,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,2558
2010,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,12669
2010,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2059033
2010,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,-235330
2011,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,3913547
2011,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,803298
2011,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2069979
2011,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,23296
2011,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,3482
2011,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,842390
2011,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2011,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,2420
2011,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,2367109
2011,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,1044
2011,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,10423
2011,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,66574
2011,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,59418
2011,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,24642
2011,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,0
2011,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,1701
2011,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,295112
2011,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,554686
2012,"Domestic material consumption, by type of raw material (tonnes)",NFO,Tonnes,259
2012,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,0
2012,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,22145
2012,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,54602
2012,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,47435
2012,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,15997
2012,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,1845
2012,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,2328369
2012,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,2541
2012,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,3156
2012,"Domestic material consumption, by type of raw material (tonnes)",BIM,Tonnes,627753
2012,"Domestic material consumption, by type of raw material (tonnes)",CRO,Tonnes,314140
2012,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,1385466
2012,"Domestic material consumption, by type of raw material (tonnes)",NMA,Tonnes,8181
2012,"Domestic material consumption, by type of raw material (tonnes)",GAS,Tonnes,26199
2012,"Domestic material consumption, by type of raw material (tonnes)",PET,Tonnes,1340905
2012,"Domestic material consumption, by type of raw material (tonnes)",NMC,Tonnes,2021735
2012,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,4457425
2013,"Domestic material consumption, by type of raw material (tonnes)",COL,Tonnes,2823
2013,"Domestic material consumption, by type of raw material (tonnes)",FOF,Tonnes,1086995
2013,"Domestic material consumption, by type of raw material (tonnes)",ONT,Tonnes,0
2013,"Domestic material consumption, by type of raw material (tonnes)",NMM,Tonnes,1832948
2013,"Domestic material consumption, by type of raw material (tonnes)",FEO,Tonnes,3120
2013,"Domestic material consumption, by type of raw material (tonnes)",WCH,Tonnes,20007
2013,"Domestic material consumption, by type of raw material (tonnes)",MEO,Tonnes,143281
2013,"Domestic material consumption, by type of raw material (tonnes)",GBO,Tonnes,50894
2013,"Domestic material consumption, by type of raw material (tonnes)",WOD,Tonnes,22755
2013,"Domestic material consumption, by type of raw material (tonnes)",CPR,Tonnes,285
2013,"Domestic material consumption, by type of raw material (tonnes)",ALP,Tonnes,3722051
